               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.032593,           0.0091634,            0.021418,             0.80653,             0.84798,             0.88216,             0.59061,            0.025043,            0.006493,            0.016113,           0.0071125,           0.0071125,           0.0071125
                  37,             0.03162,            0.010233,            0.020229,             0.82494,             0.85294,             0.91407,              0.6101,             0.02717,           0.0065379,            0.015309,             0.00703,             0.00703,             0.00703
                  38,            0.031689,           0.0099425,            0.019414,             0.88282,             0.85648,             0.91054,             0.61067,            0.024343,           0.0064164,            0.014774,           0.0069475,           0.0069475,           0.0069475
                  39,            0.030993,           0.0087214,            0.018483,             0.86662,              0.8781,             0.91552,             0.61127,            0.024808,           0.0063921,              0.0147,            0.006865,            0.006865,            0.006865
                  40,            0.030613,           0.0093225,            0.018791,             0.85058,             0.90889,             0.92636,             0.61876,            0.024013,           0.0063258,            0.013151,           0.0067825,           0.0067825,           0.0067825
                  41,             0.03097,            0.010122,            0.017695,             0.87663,             0.88811,             0.92978,              0.6379,            0.024591,           0.0063938,            0.013523,              0.0067,              0.0067,              0.0067
                  42,            0.030283,           0.0087034,            0.016771,             0.87561,             0.90958,             0.93795,             0.63307,            0.024433,           0.0063019,             0.01308,           0.0066175,           0.0066175,           0.0066175
                  43,            0.029701,           0.0089701,            0.017106,             0.88689,              0.8961,             0.94075,             0.64406,            0.024432,           0.0063131,            0.012669,            0.006535,            0.006535,            0.006535
                  44,            0.030625,           0.0097757,            0.017808,             0.90367,             0.89886,             0.94949,             0.62999,            0.024865,           0.0064031,            0.013736,           0.0064525,           0.0064525,           0.0064525
                  45,            0.029996,           0.0092014,            0.017166,             0.91511,             0.92882,              0.9534,             0.63541,            0.024891,           0.0062504,            0.011834,             0.00637,             0.00637,             0.00637
                  46,            0.029897,           0.0092236,            0.016206,             0.88608,             0.88692,             0.92194,             0.63213,            0.023308,           0.0063689,            0.013095,           0.0062875,           0.0062875,           0.0062875
                  47,            0.030822,            0.010036,             0.01628,             0.93247,             0.90163,             0.94669,             0.63696,            0.024228,           0.0063989,            0.011471,            0.006205,            0.006205,            0.006205
                  48,            0.029332,           0.0094198,            0.015408,             0.94238,             0.91992,             0.95908,             0.65881,             0.02351,           0.0063077,             0.01063,           0.0061225,           0.0061225,           0.0061225
                  49,            0.029042,           0.0083854,            0.014392,              0.9257,             0.91618,             0.95265,             0.65523,             0.02334,           0.0062013,            0.010139,             0.00604,             0.00604,             0.00604
                  50,            0.029716,            0.010079,            0.013274,             0.91259,             0.92822,             0.96158,             0.66769,             0.02483,           0.0063335,           0.0098813,           0.0059575,           0.0059575,           0.0059575
                  51,            0.030729,            0.010407,            0.014692,             0.94186,             0.91421,             0.96356,              0.6609,            0.024831,           0.0062275,            0.010363,            0.005875,            0.005875,            0.005875
                  52,            0.030211,           0.0090994,            0.014405,             0.90477,             0.93831,             0.95481,              0.6514,            0.024098,           0.0061912,            0.010531,           0.0057925,           0.0057925,           0.0057925
                  53,            0.028946,           0.0086647,            0.012739,             0.93248,             0.92169,             0.95494,             0.65598,             0.02265,           0.0062628,           0.0093715,             0.00571,             0.00571,             0.00571
                  54,            0.028795,           0.0089955,            0.012788,             0.94848,             0.92758,             0.96269,             0.67774,             0.02321,           0.0060891,           0.0094052,           0.0056275,           0.0056275,           0.0056275
                  55,            0.028812,           0.0095157,            0.012154,             0.95467,             0.93301,             0.96365,             0.66354,            0.023137,           0.0061172,           0.0088161,            0.005545,            0.005545,            0.005545
                  56,            0.027943,           0.0093417,            0.012827,             0.96115,             0.92719,             0.96432,             0.66965,             0.02329,           0.0061172,           0.0082943,           0.0054625,           0.0054625,           0.0054625
                  57,            0.028472,           0.0087422,            0.012795,             0.94028,             0.94454,             0.96951,             0.68529,             0.02257,           0.0060764,           0.0084177,             0.00538,             0.00538,             0.00538
                  58,            0.028314,           0.0090437,            0.012085,             0.92053,             0.92461,              0.9614,             0.67201,            0.023167,           0.0060048,           0.0093045,           0.0052975,           0.0052975,           0.0052975
                  59,             0.02777,            0.008632,            0.011256,             0.92219,             0.94824,             0.96038,             0.66824,            0.022703,           0.0060884,           0.0077284,            0.005215,            0.005215,            0.005215
                  60,            0.027713,           0.0097994,            0.011965,             0.94308,             0.93964,              0.9685,             0.68559,            0.022445,           0.0059979,            0.007568,           0.0051325,           0.0051325,           0.0051325
                  61,            0.027236,           0.0088617,            0.011079,             0.94614,             0.92763,             0.96882,             0.67422,            0.021522,            0.006027,            0.007541,             0.00505,             0.00505,             0.00505
                  62,            0.027768,           0.0096643,             0.01105,              0.9503,             0.94508,             0.97321,              0.6861,            0.022613,           0.0060005,           0.0072792,           0.0049675,           0.0049675,           0.0049675
                  63,            0.027838,           0.0095096,            0.011387,             0.95377,             0.93463,             0.96988,             0.68809,             0.02197,           0.0058716,           0.0076505,            0.004885,            0.004885,            0.004885
                  64,            0.026783,           0.0090755,            0.010781,             0.92666,             0.94041,             0.95975,             0.67088,            0.022785,           0.0060024,           0.0083514,           0.0048025,           0.0048025,           0.0048025
                  65,            0.027413,           0.0090097,            0.010728,              0.9345,             0.93397,             0.96439,             0.67673,            0.022877,           0.0059814,           0.0083922,             0.00472,             0.00472,             0.00472
                  66,             0.02649,           0.0084853,            0.010155,             0.94868,              0.9413,             0.96974,             0.67618,            0.021986,           0.0060046,           0.0073051,           0.0046375,           0.0046375,           0.0046375
                  67,            0.026492,           0.0093109,            0.010304,              0.9472,              0.9456,             0.96623,             0.66658,            0.022632,           0.0060663,           0.0071517,            0.004555,            0.004555,            0.004555
                  68,            0.025968,           0.0078067,           0.0096466,             0.92741,             0.95459,             0.96673,             0.67405,            0.021674,           0.0058891,           0.0069477,           0.0044725,           0.0044725,           0.0044725
                  69,            0.026039,           0.0090576,            0.010056,             0.96135,              0.9305,             0.97045,             0.69381,            0.020356,           0.0058161,           0.0070044,             0.00439,             0.00439,             0.00439
                  70,            0.025968,            0.009305,           0.0090116,             0.94969,              0.9545,             0.97261,             0.69572,            0.021324,           0.0058348,           0.0067413,           0.0043075,           0.0043075,           0.0043075
                  71,            0.025457,           0.0090204,           0.0090651,             0.93875,             0.94767,             0.97464,             0.68694,            0.021108,           0.0059098,           0.0067875,            0.004225,            0.004225,            0.004225
                  72,            0.025751,           0.0085011,           0.0089996,             0.95219,             0.93993,             0.97241,             0.68874,            0.021065,           0.0058427,            0.006397,           0.0041425,           0.0041425,           0.0041425
                  73,            0.025943,           0.0081736,           0.0093603,             0.96003,             0.93412,             0.96352,             0.68994,            0.020579,           0.0058055,           0.0067386,             0.00406,             0.00406,             0.00406
                  74,            0.025397,           0.0086265,           0.0087397,             0.92904,             0.93821,              0.9645,             0.69577,            0.021911,           0.0057708,           0.0068714,           0.0039775,           0.0039775,           0.0039775
                  75,            0.025927,           0.0086963,           0.0097375,             0.94851,             0.94041,             0.96834,             0.69448,            0.020989,           0.0057131,           0.0070099,            0.003895,            0.003895,            0.003895
                  76,            0.024907,            0.008749,            0.009083,             0.94456,             0.94962,             0.97229,              0.6998,            0.021174,           0.0057325,           0.0069028,           0.0038125,           0.0038125,           0.0038125
                  77,            0.025225,           0.0087561,           0.0082322,             0.96737,             0.93797,             0.96785,             0.69306,            0.020869,           0.0057727,           0.0072008,             0.00373,             0.00373,             0.00373
                  78,            0.024307,           0.0083239,           0.0082033,             0.94381,             0.95402,             0.97418,             0.69732,            0.020505,           0.0057264,           0.0073368,           0.0036475,           0.0036475,           0.0036475
                  79,            0.024399,           0.0085852,           0.0083267,             0.95648,             0.95554,              0.9738,             0.70336,            0.020176,           0.0056776,           0.0066383,            0.003565,            0.003565,            0.003565
                  80,            0.024568,           0.0084174,           0.0080745,             0.95504,             0.94471,             0.97199,              0.7057,            0.020417,           0.0057146,           0.0062094,           0.0034825,           0.0034825,           0.0034825
                  81,             0.02478,           0.0082986,           0.0081171,             0.95335,              0.9489,             0.96768,             0.69354,            0.020647,           0.0057568,           0.0068638,              0.0034,              0.0034,              0.0034
                  82,            0.024161,           0.0083135,           0.0078529,             0.95013,             0.95422,             0.97325,             0.69324,            0.019986,           0.0057476,           0.0063074,           0.0033175,           0.0033175,           0.0033175
                  83,            0.022866,           0.0073472,           0.0079787,             0.94091,             0.95482,             0.96423,             0.70752,            0.019469,           0.0056174,           0.0062659,            0.003235,            0.003235,            0.003235
                  84,            0.024672,             0.00957,           0.0077912,             0.96136,              0.9442,             0.96339,             0.69487,            0.020615,           0.0056895,            0.006857,           0.0031525,           0.0031525,           0.0031525
                  85,            0.023783,           0.0085378,           0.0081266,             0.94917,             0.94939,             0.96775,             0.70056,            0.019727,           0.0056839,           0.0066451,             0.00307,             0.00307,             0.00307
                  86,            0.023625,           0.0079663,           0.0071114,             0.94916,             0.94681,             0.97037,             0.70281,            0.019494,           0.0055968,           0.0060322,           0.0029875,           0.0029875,           0.0029875
                  87,            0.023377,           0.0081976,            0.007926,             0.95539,             0.95041,             0.97134,             0.71458,            0.019609,           0.0056262,            0.005544,            0.002905,            0.002905,            0.002905
                  88,            0.022717,           0.0081918,           0.0073656,             0.94796,             0.95979,             0.97427,             0.70956,            0.018648,           0.0055482,           0.0055827,           0.0028225,           0.0028225,           0.0028225
                  89,            0.022174,           0.0081825,           0.0071546,             0.95849,             0.95507,             0.97514,             0.70552,            0.019127,           0.0055608,           0.0059515,             0.00274,             0.00274,             0.00274
                  90,            0.022257,           0.0073846,           0.0064686,             0.96368,             0.95564,             0.97706,             0.71742,            0.018625,           0.0055304,           0.0055777,           0.0026575,           0.0026575,           0.0026575
                  91,            0.022475,           0.0076739,           0.0064705,             0.96564,             0.95709,              0.9792,             0.71186,             0.01918,            0.005624,           0.0050645,            0.002575,            0.002575,            0.002575
                  92,            0.022062,           0.0076274,           0.0064417,             0.95855,              0.9546,             0.97786,             0.71373,            0.019139,           0.0056008,           0.0052821,           0.0024925,           0.0024925,           0.0024925
                  93,            0.022161,           0.0075392,           0.0067843,             0.95099,             0.95344,             0.97187,             0.71319,            0.019201,           0.0056092,           0.0059602,             0.00241,             0.00241,             0.00241
                  94,            0.021996,           0.0083571,           0.0065207,             0.95282,             0.95737,             0.97726,             0.71994,            0.019236,           0.0055925,           0.0051965,           0.0023275,           0.0023275,           0.0023275
                  95,            0.022138,           0.0081609,             0.00662,              0.9507,             0.95625,             0.97112,             0.71975,            0.018691,           0.0055067,           0.0056616,            0.002245,            0.002245,            0.002245
                  96,            0.021705,           0.0081492,           0.0061423,             0.95184,             0.94665,             0.97172,             0.70756,             0.01883,           0.0054868,           0.0054487,           0.0021625,           0.0021625,           0.0021625
                  97,            0.021991,           0.0083756,            0.005959,             0.95567,             0.94324,             0.96993,             0.71223,            0.019003,           0.0055127,           0.0056556,             0.00208,             0.00208,             0.00208
                  98,            0.021463,           0.0077804,           0.0058538,             0.94572,             0.96287,             0.97152,             0.70586,            0.018594,           0.0055449,           0.0056164,           0.0019975,           0.0019975,           0.0019975
                  99,            0.020726,           0.0073253,           0.0057642,             0.94458,             0.95987,              0.9726,             0.71542,            0.018326,           0.0054874,           0.0053001,            0.001915,            0.001915,            0.001915
                 100,             0.02096,           0.0080572,           0.0051702,             0.94888,             0.94979,             0.97089,             0.71899,            0.018826,           0.0055072,           0.0056164,           0.0018325,           0.0018325,           0.0018325
                 101,            0.020845,           0.0074883,           0.0052315,             0.93827,             0.96017,             0.97062,             0.71791,            0.018562,           0.0055212,           0.0053597,             0.00175,             0.00175,             0.00175
                 102,            0.020283,           0.0077577,           0.0057135,             0.96667,             0.94698,             0.97332,             0.72467,            0.017996,           0.0054541,           0.0050035,           0.0016675,           0.0016675,           0.0016675
                 103,            0.020714,           0.0080044,           0.0057434,             0.95649,             0.96059,             0.97333,             0.72496,            0.018371,           0.0054751,           0.0053968,            0.001585,            0.001585,            0.001585
                 104,            0.020515,           0.0078122,           0.0050159,             0.96543,             0.93988,             0.97745,             0.72273,            0.018139,           0.0054592,           0.0050704,           0.0015025,           0.0015025,           0.0015025
                 105,            0.020217,           0.0080768,           0.0049836,             0.95428,             0.95227,             0.97616,             0.72689,            0.018041,           0.0054705,            0.005028,             0.00142,             0.00142,             0.00142
                 106,            0.020502,           0.0086342,            0.005362,             0.95965,              0.9438,             0.97491,             0.72528,            0.017847,           0.0054798,           0.0050376,           0.0013375,           0.0013375,           0.0013375
                 107,            0.020017,           0.0079397,           0.0049418,             0.95871,             0.95035,             0.97508,             0.72338,            0.018403,           0.0055379,           0.0046924,            0.001255,            0.001255,            0.001255
